title,resolution,emdb_id,fitted_pdbs,xref_UNIPROTKB,xref_ALPHAFOLD,Q-score,atom_inclusion,recommended_contour_level
The Cryo-EM Structure of Human Pre-catalytic Spliceosome (B complex) at 3.8 angstrom resolution,3.8,EMD-9624,6ahd,"P83876,P62314,P62316,O75533,P09661,P55081,O43290,Q15459,Q6P2Q9,P62308,P14678,Q15428,Q9Y4Z0,P55769,Q9Y3B4,Q9Y333,P62310,O43447,Q2TAY7,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q9Y4Y9,P62318,Q9BZL1,Q96NC0,P62304,Q96DI7,P62312,Q9UK45,O95777,O43172,O75643,P62306,Q12874,Q15393,Q15427,Q8WWY3,O94906,O43395,Q8NAV1,O75554","P83876,P62314,P62316,O75533,P09661,P55081,O43290,Q15459,Q6P2Q9,P62308,P14678,Q15428,Q9Y4Z0,P55769,Q9Y3B4,Q9Y333,P62310,O43447,Q2TAY7,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q9Y4Y9,P62318,Q9BZL1,Q96NC0,P62304,Q96DI7,P62312,Q9UK45,O95777,O43172,O75643,P62306,Q12874,Q15393,Q15427,Q8WWY3,O94906,O43395,Q8NAV1,O75554",0.189,0.485,0.03
Cryo-EM structure of the yeast B complex at average resolution of 3.9 angstrom,3.9,EMD-6974,5zwo,"P49704,Q04693,P20053,P43321,P57743,P40567,Q12330,P36048,P46947,P49955,Q06835,Q12368,P33334,P40089,Q08963,P19736,P0C074,Q06217,P32639,Q99181,P40565,P19735,Q07930,P38282,P40204,Q06819,Q03338,P39990,Q12420,Q06406,P40070,P38203,Q00723,Q02260,P32524,P53905,P40018,P47093,Q07350,P54999,Q02554","P49704,Q04693,P20053,P43321,P57743,P40567,Q12330,P36048,P46947,P49955,Q06835,Q12368,P33334,P40089,Q08963,P19736,P0C074,Q06217,P32639,Q99181,P40565,P19735,Q07930,P38282,P40204,Q06819,Q03338,P39990,Q12420,Q06406,P40070,P38203,Q00723,Q02260,P32524,P53905,P40018,P47093,Q07350,P54999,Q02554",0.191,0.662,0.022
Local map for Spp42 region of the yeast spliceosome at 3.42 angstrom resolution,3.42,EMD-6414,3jb9,,,0.195,0.526,0.0195
The cryo-EM structure of human Bact-IV complex,3.3,EMD-35110,8i0u,"P62314,P62316,Q8WUA2,Q9UQ35,O15541,O75533,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,P14678,Q9HCG8,O60231,Q9P013,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q99459,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,P62306,Q15393,Q12874,Q15427,O60306,O60508,O75934,Q9UMS4","P62314,P62316,Q8WUA2,O15541,O75533,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,P14678,Q9HCG8,O60231,Q9P013,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q99459,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,P62306,Q15393,Q12874,Q15427,O60306,O60508,O75934,Q9UMS4",0.195,0.564,0.24
The cryo-EM structure of yeast spliceosomal U4/U6.U5 tri-snRNP (improved map for Prp8 region at 3.49 A),3.49,EMD-6565,3jcm,,,0.198,0.474,0.0222
SF3b spliceosomal complex bound to E7107,3.95,EMD-6915,5zya,"Q15393,Q7RTV0,O75533,Q9BWJ5","Q15393,Q7RTV0,O75533,Q9BWJ5",0.205,0.683,0.0244
The cryo-EM structure of yeast spliceosomal U4/U6.U5 tri-snRNP (improved map for Prp3 region at 3.46 A),3.46,EMD-6566,3jcm,,,0.206,0.455,0.0233
Local map for cetral region of the yeast spliceosome at 3.57 angstrom resolution,3.57,EMD-6418,3jb9,,,0.207,0.653,0.0148
Structure of a human fully-assembled precatalytic spliceosome (pre-B complex).,3.28,EMD-4665,6qx9,"P83876,P62314,Q13523,P62316,Q53GS9,O75533,P09661,P09012,O43290,Q15459,P62308,Q6P2Q9,P09234,P14678,Q15428,Q9Y4Z0,P55769,Q9Y333,P62310,Q13435,Q9BWJ5,Q7RTV0,P08621,P08579,Q15029,Q9Y4Y9,P62318,P62304,Q96DI7,Q9UK45,P62312,O43172,O95777,O75643,Q9BUQ8,Q8WVK2,P62306,Q15393,Q12874,Q15427,Q8WWY3,O94906,O43395,Q9BTD8","P83876,P62314,Q13523,P62316,Q53GS9,O75533,P09661,P09012,O43290,Q15459,P62308,Q6P2Q9,P09234,P14678,Q15428,Q9Y4Z0,P55769,Q9Y333,P62310,Q13435,Q9BWJ5,Q7RTV0,P08621,P08579,Q15029,Q9Y4Y9,P62318,P62304,Q96DI7,Q9UK45,P62312,O43172,O95777,O75643,Q9BUQ8,Q8WVK2,P62306,Q15393,Q12874,Q15427,Q8WWY3,O94906,O43395,Q9BTD8",0.207,0.419,0.01
Cryo-EM structure of the human spliceosome  just prior to exon ligation at 3.6 angstrom,3.6,EMD-6721,5xjc,"P62314,O95391,P62316,Q14562,Q9UQ35,Q96A72,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,Q9H875,P14678,Q9HCG8,Q9P013,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,O75643,Q9HCS7,O15234,P62306,O60306,O60508,O75934,Q9UMS4","P62314,O95391,P62316,Q14562,Q96A72,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,Q9H875,P14678,Q9HCG8,Q9P013,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,O75643,Q9HCS7,O15234,P62306,O60306,O60508,O75934,Q9UMS4",0.22,0.256,0.05
Cryo-EM structure of human exon-defined spliceosome in the mature pre-B state.,3.25,EMD-34505,8h6j,"P83876,P62314,Q13523,P62316,Q53GS9,O75533,P09661,O43290,Q15459,Q6P2Q9,P62308,P14678,Q9Y4Z0,Q15428,P55769,Q9Y3B4,Q9Y333,P62310,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q9Y4Y9,P62318,Q96DI7,P62304,Q9UK45,P62312,O95777,O75643,O43172,Q9BUQ8,Q8WVK2,P62306,Q12874,Q15393,Q15427,Q8WWY3,O94906,O43395,Q9BTD8","P83876,P62314,Q13523,P62316,Q53GS9,O75533,P09661,O43290,Q15459,Q6P2Q9,P62308,P14678,Q9Y4Z0,Q15428,P55769,Q9Y3B4,Q9Y333,P62310,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q9Y4Y9,P62318,Q96DI7,P62304,Q9UK45,P62312,O95777,O75643,O43172,Q9BUQ8,Q8WVK2,P62306,Q12874,Q15393,Q15427,Q8WWY3,O94906,O43395,Q9BTD8",0.224,0.589,0.25
"Structure of the recycling U5 snRNP bound to chaperone CD2BP2 (State 3, Map 3)",3.9,EMD-18235,8q7w,"O75643,O95400,Q9BUQ8,Q6P2Q9,P62314,P62306,Q15029,P62308,P62318,P62316,P14678,O94906,Q96DI7,P62304","O75643,O95400,Q9BUQ8,Q6P2Q9,P62314,P62306,Q15029,P62308,P62318,P62316,P14678,O94906,Q96DI7,P62304",0.226,0.575,0.26
Structure of pre-60S particle bound to DRG1(AFG2),3.8,EMD-14471,7z34,"P05738,P40078,P05740,Q02892,P05749,Q02753,P38061,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P05747,P33201,P14120,P05745,P38202,P0CX23,P49167,P0CX49,P14126,Q03862,P0CX84,P0CX41,P38861,Q07915,P49166,Q12522,P0CX45,P32794,P05744,P0CX27,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,Q08004,P05743,P02406,P26784,P0CX53,Q02326","P05738,P40078,P05740,Q02892,P05749,Q02753,P38061,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P05747,P33201,P14120,P05745,P38202,P0CX23,P49167,P0CX49,P14126,Q03862,P0CX84,P0CX41,P38861,Q07915,P49166,Q12522,P0CX45,P32794,P05744,P0CX27,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P0C0W9,Q08004,P05743,P02406,P26784,P0CX53,Q02326",0.227,0.788,0.05
The cryo-EM structure of human C complex,3.4,EMD-35113,8i0w,"Q9NXE8,P62314,P62316,Q9ULR0,Q9UQ35,P09661,Q13573,Q9NW64,Q9BW85,Q6P2Q9,P62308,Q14331,Q9Y5S9,P14678,Q9HCG8,Q92620,Q9P013,Q9NW82,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q86X95,O75643,Q9HCS7,O15234,Q9UNP9,P62306,P61326,O60306,O60508,O75934,Q96BP3,Q9UMS4","Q9NXE8,P62314,P62316,Q9ULR0,P09661,Q13573,Q9NW64,Q9BW85,Q6P2Q9,P62308,Q14331,Q9Y5S9,P14678,Q9HCG8,Q92620,Q9P013,Q9NW82,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q86X95,O75643,Q9HCS7,O15234,Q9UNP9,P62306,P61326,O60306,O60508,O75934,Q96BP3,Q9UMS4",0.231,0.684,0.25
Subunit joining exposes nascent pre-40S rRNA for processing and quality control,3.8,EMD-20077,6oig,"P05738,P05740,Q3E757,P05749,Q02753,P38061,P05317,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P04449,P05747,P14120,P05745,P0CX23,P49167,P0CX49,P14126,P41805,P0CX84,P0CX41,P0CX43,P49166,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P05743,P0CH08,P02406,P26784,P0CX53,Q02326","P05738,P05740,Q3E757,P05749,Q02753,P38061,P05317,P0C2H8,P05737,P04456,P87262,Q12690,P04650,P04449,P05747,P14120,P05745,P0CX23,P49167,P0CX49,P14126,P41805,P0CX84,P0CX41,P0CX43,P49166,P0CX45,P0CX27,P05744,P26321,P0CX82,P0CX25,P10664,P36105,P05748,P0C2H6,P17076,P05743,P0CH08,P02406,P26784,P0CX53,Q02326",0.231,0.92,0.03
Cryo-EM structure of human exon-defined spliceosome in the late pre-B state.,3.2,EMD-34500,8h6e,"P83876,P62314,Q13523,P62316,Q53GS9,O75533,P09661,O43290,Q15459,Q6P2Q9,P62308,P14678,Q9Y4Z0,Q15428,P55769,Q9Y3B4,Q9Y333,P62310,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q9Y4Y9,P62318,Q96DI7,P62304,Q9UK45,P62312,O95777,O75643,O43172,Q9BUQ8,Q8WVK2,P62306,Q12874,Q15393,Q15427,Q8WWY3,O94906,O43395,Q9BTD8","P83876,P62314,Q13523,P62316,Q53GS9,O75533,P09661,O43290,Q15459,Q6P2Q9,P62308,P14678,Q9Y4Z0,Q15428,P55769,Q9Y3B4,Q9Y333,P62310,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q9Y4Y9,P62318,Q96DI7,P62304,Q9UK45,P62312,O95777,O75643,O43172,Q9BUQ8,Q8WVK2,P62306,Q12874,Q15393,Q15427,Q8WWY3,O94906,O43395,Q9BTD8",0.236,0.599,0.25
The cryo-EM structure of yeast spliceosomal U4/U6.U5 tri-snRNP (improved map for pre-mRNA region at 3.60 A),3.6,EMD-6573,3jcm,,,0.238,0.589,0.0189
The cryo-EM structure of human post-Bact complex,3.0,EMD-35111,8i0v,"P62314,P62316,Q8WUA2,Q9UQ35,O75533,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,P14678,Q9HCG8,O60231,Q9P013,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q99459,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,P62306,Q15393,Q15427,O60306,O60508,O75934,Q9UMS4","P62314,P62316,Q8WUA2,O75533,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,P14678,Q9HCG8,O60231,Q9P013,Q13435,Q7RTV0,Q9BWJ5,P08579,Q15029,Q99459,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,P62306,Q15393,Q15427,O60306,O60508,O75934,Q9UMS4",0.246,0.656,0.22
Cryo-EM structure of the yeast B*-b1 complex at an average resolution of 3.86 angstrom,3.86,EMD-0691,6j6n,"P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,P40968,Q12046,P53333,P25337,Q03375,P38241,P40204,P32523,P21374,Q02260,Q03654,P40018,Q12309,P54999,Q06091","P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,P40968,Q12046,P53333,P25337,Q03375,P38241,P40204,P32523,P21374,Q02260,Q03654,P40018,Q12309,P54999,Q06091",0.248,0.683,0.028
Cryo-EM Structure of the Post-catalytic Spliceosome from Saccharomyces cerevisiae at 3.6 angstrom,3.6,EMD-6839,5ylz,"P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,P40968,Q12046,P24384,Q02775,P53333,P25337,P33411,Q03375,P38241,P40204,P32523,Q02260,Q03654,P40018,Q12309,P54999,Q06091","P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,Q03772,Q06217,Q12417,P40968,Q12046,P24384,Q02775,P53333,P25337,P33411,Q03375,P38241,P40204,P32523,Q02260,Q03654,P40018,Q12309,P54999,Q06091",0.251,0.427,0.034
Cryo-EM structure of the yeast spliceosome at 3.6 angstrom resolution,3.6,EMD-6413,3jb9,,,0.252,0.593,0.0203
"Structure of the recycling U5 snRNP bound to chaperones CD2BP2 and TSSC4 (State 1, Map 1)",3.8,EMD-18234,8q7v,"O75643,O95400,P62314,Q6P2Q9,P62306,P62308,Q15029,P62318,P62316,P14678,O94906,Q96DI7,P62304,Q9Y5U2","O75643,O95400,P62314,Q6P2Q9,P62306,P62308,Q15029,P62318,P62316,P14678,O94906,Q96DI7,P62304,Q9Y5U2",0.252,0.768,0.19
The overall structure of the yeast spliceosomal U4/U6.U5 tri-snRNP at 3.7 Angstrom,3.7,EMD-8012,5gan,"P49704,P20053,P43321,P57743,Q12330,P36048,P33334,P40089,Q06217,P32639,P19735,A6ZYX7,P40204,Q06819,Q03338,P39990,P40070,P38203,Q02260,P53905,P40018,P47093,P54999","P49704,P20053,P43321,P57743,Q12330,P36048,P33334,P40089,Q06217,P32639,P19735,A6ZYX7,P40204,Q06819,Q03338,P39990,P40070,P38203,Q02260,P53905,P40018,P47093,P54999",0.254,0.489,0.036
The cryo-EM structure of yeast spliceosomal U4/U6.U5 tri-snRNP (improved map for U4/U6 RNA region at 3.57 A),3.57,EMD-6563,3jcm,,,0.255,0.536,0.0234
Cryo-EM Structure of the human minor pre-B complex (pre-precatalytic spliceosome) U11 and tri-snRNP part,3.38,EMD-38993,8y6o,"P62314,Q13523,Q8N8D1,P62316,Q53GS9,O43290,Q16560,Q86UT8,Q6P2Q9,P62308,P14678,P55769,Q9NX01,Q15029,P62318,Q9BV90,Q96DI7,P62304,O43172,O75643,Q9BUQ8,P62306,Q6IEG0,Q9UDW3,Q8WWY3,O94906,O43395","P62314,Q13523,Q8N8D1,P62316,Q53GS9,O43290,Q16560,Q86UT8,Q6P2Q9,P62308,P14678,P55769,Q9NX01,Q15029,P62318,Q9BV90,Q96DI7,P62304,O43172,O75643,Q9BUQ8,P62306,Q6IEG0,Q9UDW3,Q8WWY3,O94906,O43395",0.258,0.676,0.25
Yeast 80S ribosome in complex with Map1 (conformation 1),3.9,EMD-16182,8bqd,"P38011,P05740,P0CX29,P05749,Q02753,A0A6A5PWR1,P0CX51,P0C2H8,A0A6A5Q8I3,A0A6A5PSE9,P05737,P0CX55,P07280,P0CX33,Q01662,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P04650,P04449,A0A6A5PUZ5,P14120,Q08745,P05745,A0A6A5Q3W0,A0A6A5Q1M9,P26786,P0CX40,A0A6A5PV92,P0CX47,Q01855,P0CX49,P05739,A0A6A5Q0W8,P0CX84,A0A6A5PUL8,A0A6A5Q0E8,A0A6A5Q3Q1,P0CX41,P39516,A0A8H4FCT7,P49166,A0A6A5PWF7,P0CX43,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,B3LI22,P0CX82,P0CX25,A0A6A5Q627,P05756,P36105,O13516,P05748,A0A6A5PZ18,P05759,P0C0V8,P0C2H6,P17076,P02407,A0A6A5PVE9,A0A6A5PYM2,P05743,P0CH08,P0CX31,P02406,P26784,A0A8H8UMB4,B3RHV0,P0CX23","P38011,P05740,P0CX29,P05749,Q02753,A0A6A5PWR1,P0CX51,P0C2H8,A0A6A5Q8I3,A0A6A5PSE9,P05737,P0CX55,P07280,P0CX33,Q01662,P0CX35,P04456,P87262,A0A1L4AA68,Q12690,P04650,P04449,A0A6A5PUZ5,P14120,Q08745,P05745,A0A6A5Q3W0,A0A6A5Q1M9,P26786,P0CX40,A0A6A5PV92,P0CX47,Q01855,P0CX49,P05739,A0A6A5Q0W8,P0CX84,A0A6A5PUL8,A0A6A5Q0E8,A0A6A5Q3Q1,P0CX41,P39516,P0CX43,P49166,A0A6A5PWF7,P0CX37,P0CX45,P0CX27,P05744,A0A6A5Q700,P35997,B3LI22,P0CX82,P0CX25,A0A6A5Q627,P05756,P36105,O13516,P05748,A0A6A5PZ18,P05759,P0C0V8,P0C2H6,P17076,P02407,A0A6A5PVE9,A0A6A5PYM2,P05743,P0CH08,P0CX31,P02406,P26784,B3RHV0,P0CX23",0.26,0.744,0.015
Cryo-EM structure of the yeast B*-b2 complex at an average resolution of 3.7 angstrom,3.7,EMD-0692,6j6q,"P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,P28320,Q03772,Q06217,Q12417,P40968,Q12046,P53333,P25337,Q03375,P38241,P40204,P32523,P21374,Q02260,Q03654,P40018,Q12309,P54999,Q06091","P43321,P53277,P40567,Q12330,P28004,P36048,P33334,Q04048,Q08963,P28320,Q03772,Q06217,Q12417,P40968,Q12046,P53333,P25337,Q03375,P38241,P40204,P32523,P21374,Q02260,Q03654,P40018,Q12309,P54999,Q06091",0.261,0.772,0.0116
Cryo-EM structure of the intron-lariat spliceosome ready for disassembly from S.cerevisiae at 3.5 angstrom,3.46,EMD-6817,5y88,"P43321,P53277,P40567,P36118,Q12330,P28004,P36048,P33334,Q04048,Q08963,P28320,Q03772,Q06217,Q12417,P40968,Q12046,P52868,Q06411,P25337,P38241,P40204,P32523,Q02260,Q03654,P40018,Q12309,P53131,P54999,Q06091","P43321,P53277,P40567,P36118,Q12330,P28004,P36048,P33334,Q04048,Q08963,P28320,Q03772,Q06217,Q12417,P40968,Q12046,P52868,Q06411,P25337,P38241,P40204,P32523,Q02260,Q03654,P40018,Q12309,P53131,P54999,Q06091",0.264,0.362,0.05
The cryo-EM structure of human pre-C*-I complex,3.6,EMD-32317,7w59,"P62314,P62316,Q14562,Q9UQ35,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,P14678,Q9HCG8,Q9P013,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,O15234,P62306,P61326,O60508,O60306,O75934,Q9GZU8,Q9UMS4","P62314,P62316,Q14562,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,P14678,Q9HCG8,Q9P013,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,O15234,P62306,P61326,O60508,O60306,O75934,Q9GZU8,Q9UMS4",0.268,0.784,0.38
Cryo-EM structure of 90S small subunit preribosomes in transition states (State A1),3.7,EMD-0954,6lqu,"Q12460,P42945,P38333,P36144,Q06506,Q08492,Q02354,Q06679,P0CX29,Q05946,Q05022,P06367,P40470,P0CX51,P25368,P0CX55,P40055,P53276,Q04177,Q12220,P40079,P0CX35,P53914,Q04305,P0CX39,P33750,P53254,Q12136,P48589,Q12035,Q02931,P40546,P26786,P0CX47,Q3E7X9,P25586,Q05498,P32899,P47083,P48234,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P34247,Q06631,P15646,P05756,O13516,P26783,Q04500,Q3E7Y3,Q12499,P40362,Q06512,P0CX31,P25635,Q06078,P35194,Q06287,Q08096","Q12460,P42945,P38333,P36144,Q06506,Q08492,Q02354,Q06679,P0CX29,Q05946,Q05022,P06367,P40470,P0CX51,P25368,P0CX55,P40055,P53276,Q04177,Q12220,P40079,P0CX35,P53914,Q04305,P0CX39,P33750,P53254,Q12136,P48589,Q12035,Q02931,P40546,P26786,P0CX47,Q3E7X9,P25586,Q05498,P32899,P47083,P48234,Q99207,Q08965,P0CX37,P39990,P53941,P38882,P34247,Q06631,P15646,P05756,O13516,P26783,Q04500,Q3E7Y3,Q12499,P40362,Q06512,P0CX31,P25635,Q06078,P35194,Q06287,Q08096",0.269,0.628,0.018
The cryo-EM structure of human pre-C*-II complex,3.6,EMD-32319,7w5a,"P62314,O95391,P62316,Q14562,Q9UQ35,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,Q9H875,P14678,Q9HCG8,Q9P013,Q8WUQ7,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,O15234,P62306,P61326,O60306,O60508,O75934,Q9Y421,Q9GZU8,Q9UMS4","P62314,O95391,P62316,Q14562,P09661,Q13573,Q9NW64,Q6P2Q9,P62308,Q9Y5S9,Q9H875,P14678,Q9HCG8,Q9P013,Q8WUQ7,P08579,Q15029,Q99459,P38919,P62318,Q9Y3C6,O43660,Q96DI7,P62304,Q9BZJ0,O95926,P41223,Q9HCS7,Q9UNP9,O15234,P62306,P61326,O60306,O60508,O75934,Q9Y421,Q9GZU8,Q9UMS4",0.269,0.769,0.39
Cryo-EM structure of the human SAGA complex,3.7,EMD-34520,8h7g,"Q8NEM7,O75486,Q15393,Q9Y6J9,O15265,O75529,Q9Y4A5,Q96BN2,Q16594,Q16514,Q12962,O94864,Q9BWJ5","Q8NEM7,O75486,Q15393,Q9Y6J9,O15265,O75529,Q96BN2,Q16514,Q16594,Q12962,O94864,Q9BWJ5",0.273,0.526,0.015
Cryo-EM structure of the Catalytic Step II spliceosome (C* complex) at 4.0 angstrom resolution,4.0,EMD-6684,5wsg,,,0.274,0.473,0.0297
